hscode4_text,HSCode2,TranslatedText
"Mica, including splittings; mica waste",25,"Mica, including splittings; mica waste"
"Natural steatite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square)shape; talc.",25,"Natural steatite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square)shape; talc."
"Natural borates and concentrates thereof (whether or not calcined), but not including borates separated from natural brine ; natural boric acid containing not more than 85% of h3bo3 calculated on the dry weight.",25,"Natural borates and concentrates thereof (whether or not calcined), but not including borates separated from natural brine ; natural boric acid containing not more than 85% of h3bo3 calculated on the dry weight."
"Felspar ; leucite, nepheline and nepheline syenite ; fluorspar.",25,"Felspar ; leucite, nepheline and nepheline syenite ; fluorspar."
Mineral substances not elsewhere specified or included.,25,Mineral substances not elsewhere specified or included.
"Iron ores and concentrates, including roasted iron pyrites.",26,"Iron ores and concentrates, including roasted iron pyrites."
"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight.                                                                                                   ",26,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight."
Copper ores and concentrates.,26,Copper ores and concentrates.
Nickel ores and concentrates.                                                                                                                                                                                                                                   ,26,Nickel ores and concentrates.
Cobalt ores and concentrates.                                                                                                                                                                                                                                   ,26,Cobalt ores and concentrates.
Aluminium ores and concentrates.                                                                                                                                                                                                                                ,26,Aluminium ores and concentrates.
Lead ores and concentrates.                                                                                                                                                                                                                                     ,26,Lead ores and concentrates.
Zinc ores and concentrates.                                                                                                                                                                                                                                     ,26,Zinc ores and concentrates.
Tin ores and concentrates.                                                                                                                                                                                                                                      ,26,Tin ores and concentrates.
Chromium ores and concentrates.                                                                                                                                                                                                                                 ,26,Chromium ores and concentrates.
Tungsten ores and concentrates.,26,Tungsten ores and concentrates.
Uranium or thorium ores and concentrates.,26,Uranium or thorium ores and concentrates.
Molybdenum ores and concentrates.,26,Molybdenum ores and concentrates.
"Titanium ores and concentrates (e.g. : rutile, leucoxene, ilmenite etc.)",26,"Titanium ores and concentrates (e.g. : rutile, leucoxene, ilmenite etc.)"
"Niobium, tantalum, vanadium or zirconium ores and concentrates.",26,"Niobium, tantalum, vanadium or zirconium ores and concentrates."
Precious metal ores and concentrates.,26,Precious metal ores and concentrates.
"Other ores and concentrates, other than those specified of heading no. 26.01 to 26.16 (e.g. : iron, copper, nickel, aluminum, zinc, tin, tungsten, uranium, molybdenum, titanium, niobium and siver ores and concentrates etc.)",26,"Other ores and concentrates, other than those specified of heading no. 26.01 to 26.16 (e.g. : iron, copper, nickel, aluminum, zinc, tin, tungsten, uranium, molybdenum, titanium, niobium and siver ores and concentrates etc.)"
Granulated slag (slag sand) from the manufacture of iron or steel.                                                                                                                                                                                              ,26,Granulated slag (slag sand) from the manufacture of iron or steel.
"Slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel.                                                                                                                                                       ",26,"Slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel."
"Ash and residues (other than from the manufacture of iron or steel), containing arsenic, metals or their compounds",26,"Ash and residues (other than from the manufacture of iron or steel), containing arsenic, metals or their compounds"
"Other slag and ash (other than those specified of heading no. 26.18 to 26.20), including seaweed ash (kelp); ash and residues from the incineration of municipal waste",26,"Other slag and ash (other than those specified of heading no. 26.18 to 26.20), including seaweed ash (kelp); ash and residues from the incineration of municipal waste"
"Coal ; briquettes, ovoids and similar solid fuels manufactured from coal.",27,"Coal ; briquettes, ovoids and similar solid fuels manufactured from coal."
"Lignite, whether or not agglomerated, excluding jet.",27,"Lignite, whether or not agglomerated, excluding jet."
"Peat (including peat litter), whether or not agglomerated.",27,"Peat (including peat litter), whether or not agglomerated."
"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon.",27,"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon."
"Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons.                                                                                                                                                 ",27,"Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons."
"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not dehydrated or partially distilled, including reconstituted tars.",27,"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not dehydrated or partially distilled, including reconstituted tars."
Oils and other products of the distillation of high temperature coal tar; similar products in which the weight of the aromatic constituents exceeds that of the non-aromatic constituents.,27,Oils and other products of the distillation of high temperature coal tar; similar products in which the weight of the aromatic constituents exceeds that of the non-aromatic constituents.
"Pitch and pitch coke, obtained from coal tar or from other mineral tars.",27,"Pitch and pitch coke, obtained from coal tar or from other mineral tars."
"Petroleum oils and oils obtained from bituminous minerals, crude.",27,"Petroleum oils and oils obtained from bituminous minerals, crude."
"Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic con",27,"Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic con"
"Petroleum gases and other gaseous hydrocarbons (e.g. : natural gas, propane and butanes etc.)",27,"Petroleum gases and other gaseous hydrocarbons (e.g. : natural gas, propane and butanes etc.)"
"Petroleum jelly ; paraffin wax, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mineral waxes, and similar products obtained by synthesis or by other processes, whether or not coloured.",27,"Petroleum jelly ; paraffin wax, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mineral waxes, and similar products obtained by synthesis or by other processes, whether or not coloured."
"Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals.",27,"Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals."
"Bitumen and asphalt, natural; bituminous or oil shale and tar sands; asphaltites and asphaltic rocks.",27,"Bitumen and asphalt, natural; bituminous or oil shale and tar sands; asphaltites and asphaltic rocks."
"Bituminous mixtures based on natural asphalt, on natural bitumen, on petroleum bitumen, on mineral tar or on mineral tar pitch (for example, bituminous mastics, cut-backs).",27,"Bituminous mixtures based on natural asphalt, on natural bitumen, on petroleum bitumen, on mineral tar or on mineral tar pitch (for example, bituminous mastics, cut-backs)."
Electrical energy.                                                                                                                                                                                                                                              ,27,Electrical energy.
"Fluorine, chlorine, bromine and iodine.",28,"Fluorine, chlorine, bromine and iodine."
"Sulphur, sublimed or precipitated; colloidal sulphur.                                                                                                                                                                                                           ",28,"Sulphur, sublimed or precipitated; colloidal sulphur."
Carbon (carbon blacks and other forms of carbon not elsewhere specified or included).,28,Carbon (carbon blacks and other forms of carbon not elsewhere specified or included).
"Hydrogen, rare gases and other non-metals.",28,"Hydrogen, rare gases and other non-metals."
"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed ; mercury.",28,"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed ; mercury."
Hydrogen chloride (hydrochloric acid); chlorosulphuric acid.,28,Hydrogen chloride (hydrochloric acid); chlorosulphuric acid.
Sulphuric acid ; oleum.,28,Sulphuric acid ; oleum.
Nitric acid ; sulphonitric acids.,28,Nitric acid ; sulphonitric acids.
"Diphosphorus pentaoxide; phosphoric acid and polyphosphoric acids, whether or not chemically defined",28,"Diphosphorus pentaoxide; phosphoric acid and polyphosphoric acids, whether or not chemically defined"
Oxides of boron ; boric acids.,28,Oxides of boron ; boric acids.
Other inorganic acids and other inorganic oxygen compounds of non-metals (other than those specified of heading no. 28.06 to 28.10),28,Other inorganic acids and other inorganic oxygen compounds of non-metals (other than those specified of heading no. 28.06 to 28.10)
Halides and halide oxides of non-metals.,28,Halides and halide oxides of non-metals.
Sulphides of non-metals; commercial phosphorus trisulphide.,28,Sulphides of non-metals; commercial phosphorus trisulphide.
"Ammonia, anhydrous or in aqueous solution.",28,"Ammonia, anhydrous or in aqueous solution."
Sodium hydroxide (caustic soda); potassium hydroxide (caustic potash) ; peroxides of sodium or potassium.,28,Sodium hydroxide (caustic soda); potassium hydroxide (caustic potash) ; peroxides of sodium or potassium.
"Hydroxide and peroxide of magnesium; oxides, hydroxides and peroxides, of strontium or barium.",28,"Hydroxide and peroxide of magnesium; oxides, hydroxides and peroxides, of strontium or barium."
Zinc oxide ; zinc peroxide.,28,Zinc oxide ; zinc peroxide.
"Artificial corundum, whether or not chemically defined ; aluminium oxide, aluminium hydroxide.",28,"Artificial corundum, whether or not chemically defined ; aluminium oxide, aluminium hydroxide."
Chromium oxides and hydroxides.,28,Chromium oxides and hydroxides.
Manganese oxides.,28,Manganese oxides.
Iron oxides and hydroxides ; earth colours containing 70% or more by weight of combined iron evaluated as fe2o3 .,28,Iron oxides and hydroxides ; earth colours containing 70% or more by weight of combined iron evaluated as fe2o3 .
Cobalt oxides and hydroxides; commercial cobalt oxides.,28,Cobalt oxides and hydroxides; commercial cobalt oxides.
Titanium oxides.                                                                                                                                                                                                                                                ,28,Titanium oxides.
Lead oxides; red lead and orange lead.,28,Lead oxides; red lead and orange lead.
"Fluorides ; fluorosilicates, fluoroaluminates and other complex fluorine salts.",28,"Fluorides ; fluorosilicates, fluoroaluminates and other complex fluorine salts."
Hypochlorites; commercial calcium hypochlorite; chlorites; hypobromites.,28,Hypochlorites; commercial calcium hypochlorite; chlorites; hypobromites.
Chlorates and perchlorates ; bromates and perbromates ; iodates and periodates.,28,Chlorates and perchlorates ; bromates and perbromates ; iodates and periodates.
"Sulphides; polysulphides, whether or not chemically defined.",28,"Sulphides; polysulphides, whether or not chemically defined."
Dithionites and sulphoxylates.,28,Dithionites and sulphoxylates.
Sulphites; thiosulphates.,28,Sulphites; thiosulphates.
"Phosphinates (hypophosphites), phosphonates (phosphites) and phosphates; polyphosphates, whether or not chemically defined.",28,"Phosphinates (hypophosphites), phosphonates (phosphites) and phosphates; polyphosphates, whether or not chemically defined."
Carbonates ; peroxocarbonates (percarbonates); commercial ammonium carbonate containing ammonium carbamate.,28,Carbonates ; peroxocarbonates (percarbonates); commercial ammonium carbonate containing ammonium carbamate.
Silicates; commercial alkali metal silicates.,28,Silicates; commercial alkali metal silicates.
Borates; peroxoborates (perborates).,28,Borates; peroxoborates (perborates).
"Other salts of inorganic acids or peroxoacids (including aluminosilicates whether or not chemically defined), other than azides.",28,"Other salts of inorganic acids or peroxoacids (including aluminosilicates whether or not chemically defined), other than azides."
Radioactive chemical elements and radioactive isotopes (including the fissile or fertile chemical elements and isotopes) and their compounds ; mixtures and residues containing these products.,28,Radioactive chemical elements and radioactive isotopes (including the fissile or fertile chemical elements and isotopes) and their compounds ; mixtures and residues containing these products.
"Isotopes (other than those of heading no. 28.44) ; compounds, inorganic or organic, of such isotopes, whether or not chemically defined.",28,"Isotopes (other than those of heading no. 28.44) ; compounds, inorganic or organic, of such isotopes, whether or not chemically defined."
"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures of these metals.",28,"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures of these metals."
"Hydrogen peroxide, whether or not solidified with urea.",28,"Hydrogen peroxide, whether or not solidified with urea."
"Carbides, whether or not chemically defined.",28,"Carbides, whether or not chemically defined."
"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined, other than compounds which are also carbides of heading 28.49.",28,"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined, other than compounds which are also carbides of heading 28.49."
"Inorganic or organic compounds of mercury, whether or not chemically defined, excluding amalgams.",28,"Inorganic or organic compounds of mercury, whether or not chemically defined, excluding amalgams."
"Phosphides, whether or not chemically defined, excluding ferrophosphorus; other inorganiccompounds (including distilled or conductivity water and water of similar purity); liquid air (whether or notrare gases have been removed); compressed air;amalgams, o",28,"Phosphides, whether or not chemically defined, excluding ferrophosphorus; other inorganiccompounds (including distilled or conductivity water and water of similar purity); liquid air (whether or notrare gases have been removed); compressed air;amalgams, o"
Acyclic hydrocarbons.,29,Acyclic hydrocarbons.
Cyclic hydrocarbons.,29,Cyclic hydrocarbons.
Halogenated derivatives of hydrocarbons.,29,Halogenated derivatives of hydrocarbons.
"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated.",29,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated."
"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives.",29,"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"Cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives.",29,"Cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives."
Phenols; phenol-alcohols.,29,Phenols; phenol-alcohols.
"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols.",29,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols."
"Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, ketone peroxides (whether or not chemically defined), and their halogenated, sulphonated, nitrated or nitrosated derivatives.",29,"Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, ketone peroxides (whether or not chemically defined), and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their halogenated, sulphonated, nitrated or nitrosated derivatives.",29,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives.                                                                                                                     ",29,"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; paraformaldehyde.",29,"Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; paraformaldehyde."
"Halogenated, sulphonated, nitrated or nitrosated derivatives of products of heading 29.12.                                                                                                                                                                      ",29,"Halogenated, sulphonated, nitrated or nitrosated derivatives of products of heading 29.12."
"Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives.",29,"Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"Saturated acyclic monocarbox acids and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives",29,"Saturated acyclic monocarbox acids and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives"
"Unsaturated acyclic monocarboxylic acids, cyclic monocarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives.",29,"Unsaturated acyclic monocarboxylic acids, cyclic monocarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives."
"Polycarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives.",29,"Polycarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives."
,29,
"Phosphoric esters and their salts, including lactophosphates; their halogenated, sulphonated, nitrated or nitrosated derivatives.",29,"Phosphoric esters and their salts, including lactophosphates; their halogenated, sulphonated, nitrated or nitrosated derivatives."
"Esters of other inorganic acids of non-metals (excluding esters of hydrogen halides) and their salts ; their halogenated, sulphonated, nitrated or nitrosated derivatives, (other than those specified of heading no.29.19)",29,"Esters of other inorganic acids of non-metals (excluding esters of hydrogen halides) and their salts ; their halogenated, sulphonated, nitrated or nitrosated derivatives, (other than those specified of heading no.29.19)"
Amine-function compounds.,29,Amine-function compounds.
Oxygen-function amino-compounds.,29,Oxygen-function amino-compounds.
"Quaternary ammonium salts and hydroxides ; lecithins and other phosphoaminolipids, whether or not chemically defined",29,"Quaternary ammonium salts and hydroxides ; lecithins and other phosphoaminolipids, whether or not chemically defined"
Carboxyamide-function compounds; amide-function compounds of carbonic acid.,29,Carboxamide-functional compounds; amide-function compounds of carbonic acid.
Carboxyimide-function compounds (including saccharin and its salts) and imine-function compounds.,29,Carboxyimide-function compounds (including saccharin and its salts) and imine-function compounds.
Nitrile-function compounds.,29,Nitrile-function compounds.
"Diazo-, azo- or azoxy-compounds.",29,"Diazo-, azo- or azoxy-compounds."
Organic derivatives of hydrazine or of hydroxylamine.,29,Organic derivatives of hydrazine or of hydroxylamine.
Compounds with other nitrogen function (other than those specified of heading no. 29.21 to 29.28),29,Compounds with other nitrogen function (other than those specified of heading no. 29.21 to 29.28)
Organo-sulphur compounds.,29,Organo-sulphur compounds.
Other organo inorganic compounds.,29,Other organo inorganic compounds.
Heterocyclic compounds with nitrogen hetero-atom(s) only.,29,Heterocyclic compounds with nitrogen hetero-atom(s) only.
Nucleic acids and their salts; whether or notchemically defined; other heterocyclic compounds.,29,Nucleic acids and their salts; whether or notchemically defined; other heterocyclic compounds.
Sulphonamides.,29,Sulphonamides.
"Provitamins and vitamins, natural or reproduced by synthesis (including natural concentrates), derivatives thereof used primarily as vitamins, and intermixtures of the foregoing, whether or not in any solvent.",29,"Provitamins and vitamins, natural or reproduced by synthesis (including natural concentrates), derivatives thereof used primarily as vitamins, and intermixtures of the foregoing, whether or not in any solvent."
"Hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; derivatives and structural analogues thereof, including chain modified polypeptides, used primarily as hormones.",29,"Hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; derivatives and structural analogues thereof, including chain modified polypeptides, used primarily as hormones."
"Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other derivatives.",29,"Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other derivatives."
"Alkaloids, natural or reproduced by synthesis, andtheir salts, ethers, esters and other derivatives",29,"Alkaloids, natural or reproduced by synthesis, andtheir salts, ethers, esters and other derivatives"
"Sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose; sugar ethers, sugar acetals and sugar esters, and their salts, other than products of heading 29.37, 29.38 or 29.39.                                                       ",29,"Sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose; sugar ethers, sugar acetals and sugar esters, and their salts, other than products of heading 29.37, 29.38 or 29.39."
Antibiotics.,29,Antibiotics.
Other organic compounds (other than those specified of heading no. 29.01 to 29.41),29,Other organic compounds (other than those specified of heading no. 29.01 to 29.41)
"Glands and other organs for organo-therapeutic uses, dried, whether or not powdered; extracts of glands or other organs or of their secretions for organo-therapeutic uses; heparin and its salts; other human or animal substances prepared for therapeutic o",30,"Glands and other organs for organo-therapeutic uses, dried, whether or not powdered; extracts of glands or other organs or of their secretions for organo-therapeutic uses; heparin and its salts; other human or animal substances prepared for therapeutic o"
"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro",30,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro"
"Medicaments (excluding goods of heading no. 30.02, 30.05 or 30.06) consisting of two or more constituents which have been mixed together for therapeutic or prophylactic uses, not put up in measured doses or in forms or packings for retail sale.",30,"Medicaments (excluding goods of heading no. 30.02, 30.05 or 30.06) consisting of two or more constituents which have been mixed together for therapeutic or prophylactic uses, not put up in measured doses or in forms or packings for retail sale."
"Medicaments (excluding goods of heading no. 30.02, 30.05 or 30.06) consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses (including those in the form of transdermal administration systems) or in forms or p",30,"Medicaments (excluding goods of heading no. 30.02, 30.05 or 30.06) consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses (including those in the form of transdermal administration systems) or in forms or p"
"Wadding, gauze, bandages and similar articles (e.g. : dressings, adhesive plasters, poultices etc.), impregnated or coated with pharmaceutical substances or put up in forms or packings for retail sale for medical, surgical, dental or veterinary purposes",30,"Wadding, gauze, bandages and similar articles (e.g. : dressings, adhesive plasters, poultices etc.), impregnated or coated with pharmaceutical substances or put up in forms or packings for retail sale for medical, surgical, dental or veterinary purposes"
Pharmaceutical goods specified in Note 4 to this Chapter,30,Pharmaceutical goods specified in Note 4 to this Chapter
"Animal or vegetable fertilizers, whether or not mixed together or chemically treated ; fertilizers produced by the mixing or chemical treatment of animal or vegetable products.",31,"Animal or vegetable fertilizers, whether or not mixed together or chemically treated ; fertilizers produced by the mixing or chemical treatment of animal or vegetable products."
"Mineral or chemical fertilizers, nitrogenous.",31,"Mineral or chemical fertilizers, nitrogenous."
"Mineral or chemical fertilizers, phosphatic.",31,"Mineral or chemical fertilizers, phosphatic."
"Mineral or chemical fertilizers, potassic.",31,"Mineral or chemical fertilizers, potassic."
"Mineral or chemical fertilizers containing two or three of the fertilizing elements nitrogen, phosphorus and potassium ; other fertilizers ; goods of chapter no.31 (fertilizers) in tablets or similar forms or in packages of a gross weight not exceeding 1",31,"Mineral or chemical fertilizers containing two or three of the fertilizing elements nitrogen, phosphorus and potassium ; other fertilizers ; goods of chapter no.31 (fertilizers) in tablets or similar forms or in packages of a gross weight not exceeding 1"
"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives.",32,"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives."
"Synthetic organic tanning substances ; inorganic tanning substances ; tanning preparations, whether or not containing natural tanning substances ; enzymatic preparations for pre-tanning.",32,"Synthetic organic tanning substances ; inorganic tanning substances ; tanning preparations, whether or not containing natural tanning substances ; enzymatic preparations for pre-tanning."
"Colouring matter of vegetable or animal origin (including dyeing extracts but excluding animal black), whether or not chemically defined ; preparations as specified in note 3 of chapter no.32 based on colouring matter of vegetable or animal origin.",32,"Colouring matter of vegetable or animal origin (including dyeing extracts but excluding animal black), whether or not chemically defined ; preparations as specified in note 3 of chapter no.32 based on colouring matter of vegetable or animal origin."
"Synthetic organic colouring matter, whether or not chemically defined ; preparations as specified in note 3 of chapter no.32 based on synthetic organic colouring matter ; synthetic organic products of a kind used as fluorescent brightening agents or as l",32,"Synthetic organic colouring matter, whether or not chemically defined ; preparations as specified in note 3 of chapter no.32 based on synthetic organic colouring matter ; synthetic organic products of a kind used as fluorescent brightening agents or as l"
Colour lakes; preparations as specified in Note 3 to this Chapter based on colour lakes.                                                                                                                                                                        ,32,Colour lakes; preparations as specified in Note 3 to this Chapter based on colour lakes.
"Other colouring matter; preparations as specified in Note 3 th this Chaper, other than those of heading 32.03, 32.04 or 32.05; inorganic products of a kind used as luminophores, whether or not chemically defined",32,"Other colouring matter; preparations as specified in Note 3 th this Chaper, other than those of heading 32.03, 32.04 or 32.05; inorganic products of a kind used as luminophores, whether or not chemically defined"
"Prepared pigments, prepared opacifiers and prepared colours, vitrifiable enamels and glazes, engobes (slips), liquid lustres and similar preparations, of a kind used in the ceramic, enamelling or glass industry; glass frit and other glass, in the form of",32,"Prepared pigments, prepared opacifiers and prepared colours, vitrifiable enamels and glazes, engobes (slips), liquid lustres and similar preparations, of a kind used in the ceramic, enamelling or glass industry; glass frit and other glass, in the form of"
"Paints and varnishes (including enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium ; solutions as defined in note 4 of chapter no.32",32,"Paints and varnishes (including enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium ; solutions as defined in note 4 of chapter no.32"
"Paints and varnishes (including enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in an aqueous medium.",32,"Paints and varnishes (including enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in an aqueous medium."
"Other paints and varnishes (including enamels, lacquers and distempers); prepared water pigments of a kind used for finishing leather.",32,"Other paints and varnishes (including enamels, lacquers and distempers); prepared water pigments of a kind used for finishing leather."
Prepared driers.                                                                                                                                                                                                                                                ,32,Prepared driers.
"Pigments (including metallic powders and flakes) dispersed in non-aqueous media, in liquid or paste form, of a kind used in the manufacture of paints (including enamels) ; stamping foils ; dyes and other colouring matter put up in forms or packings for r",32,"Pigments (including metallic powders and flakes) dispersed in non-aqueous media, in liquid or paste form, of a kind used in the manufacture of paints (including enamels) ; stamping foils ; dyes and other colouring matter put up in forms or packings for r"
"Artists', students' or signboard painters' colours, modifying tints, amusement colours and the like, in tablets, tubes, jars, bottles, pans or in similar forms or packings.",32,"Artists', students' or signboard painters' colours, modifying tints, amusement colours and the like, in tablets, tubes, jars, bottles, pans or in similar forms or packings."
"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' fillings; non-refractory surfacing preparations for facades, indoor walls, floors, ceilings or the like.",32,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' fillings; non-refractory surfacing preparations for facades, indoor walls, floors, ceilings or the like."
"Printing ink, writing or drawing ink and other inks, whether or not concentrated or solid.",32,"Printing ink, writing or drawing ink and other inks, whether or not concentrated or solid."
"Essential oils (terpeneless or not), including concretes and absolutes ; resinoids ; extracted oleoresins ; concentrates of essential oils in fats, in fixed oils, in waxes or the like, obtained by enfleurage or maceration ; terpenic by-products of the de",33,"Essential oils (terpeneless or not), including concretes and absolutes ; resinoids ; extracted oleoresins ; concentrates of essential oils in fats, in fixed oils, in waxes or the like, obtained by enfleurage or maceration ; terpenic by-products of the de"
"Mixtures of odoriferous substances and mixtures (including alcoholic solutions) with a basis of one or more of these substances, of a kind used as raw materials in industry ; other preparations based on odoriferous substances, of a kind used  for the man",33,"Mixtures of odoriferous substances and mixtures (including alcoholic solutions) with a basis of one or more of these substances, of a kind used as raw materials in industry ; other preparations based on odoriferous substances, of a kind used  for the man"
Perfumes and toilet waters.                                                                                                                                                                                                                                     ,33,Perfumes and toilet waters.
"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), including sunscreen or sun tan preparations; manicure or pedicure preparations.",33,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), including sunscreen or sun tan preparations; manicure or pedicure preparations."
Preparations for use on the hair.,33,Preparations for use on the hair.
"Preparations for oral or dental hygiene, including denture fixative pastes and powders ; yarn used to clean between the teeth (dental floss), in individual retail packages.",33,"Preparations for oral or dental hygiene, including denture fixative pastes and powders ; yarn used to clean between the teeth (dental floss), in individual retail packages."
"Pre-shave, shaving or after-shave preparations, personal deodorants, bath preparations, depilatories and other perfumery, cosmetic or toilet preparations, not elsewhere specified or included; prepared room deodorisers, whether or not perfumed or having d",33,"Pre-shave, shaving or after-shave preparations, personal deodorants, bath preparations, depilatories and other perfumery, cosmetic or toilet preparations, not elsewhere specified or included; prepared room deodorisers, whether or not perfumed or having d"
"Soap ; organic surface-active products and preparations for use as soap, in the form of bars, cakes, moulded pieces or shapes, whether or not containing soap ; organic surface-active products and preparations for washing the skin, in the form of liquid o",34,"Soap ; organic surface-active products and preparations for use as soap, in the form of bars, cakes, moulded pieces or shapes, whether or not containing soap ; organic surface-active products and preparations for washing the skin, in the form of liquid o"
"Organic surface-active agents (other than soap) ; surface-active preparations, washing preparations (including auxiliary washing preparations) and cleaning preparations, whether or not containing soap, other than those of heading no. 34.01.",34,"Organic surface-active agents (other than soap) ; surface-active preparations, washing preparations (including auxiliary washing preparations) and cleaning preparations, whether or not containing soap, other than those of heading no. 34.01."
